ciudad,vertical,negocio,reseñas,nota,web,telefono,place_id,lead
València,fisioterapia,Marcos Peñarrocha Fisioterapia y osteopatía,29,4.8,https://www.instagram.com/marcospfisioterapia/,+34960200434,ChIJD11mh1ZFYA0R-EJSrPuRryc,6
València,fisioterapia,Clínica Pasito a pasito,29,4.9,http://www.clinicapasitoapasito.com/,+34963855535,ChIJmVNbv0JPYA0Rb64K5Bm0U00,6
València,fisioterapia,Aguiló Fisioterapia del Dolor,29,5,https://www.doctoralia.es/jesus-aguilo-furio/fisioterapeuta-osteopata/valencia,+34644650801,ChIJa_KSfr1JYA0Rqb7f2jBSm3Q,6
Xirivella,dental,Ágora Dental | Clínica Dental en Xirivella,29,4.9,https://agoradental.es/,+34963812720,ChIJkfT8BWlPYA0R60Qw2xxxJY4,6
València,dental,Clinica Dental Dr.Serrano,29,5,https://clinicadentaldrserrano.com/,+34963512903,ChIJr5DE_UVJYA0RXifZCK5V0Bc,6
Mislata,dental,Clinica Dental Drs. Olmos,29,4.7,http://www.clinicadentalolmos.com/,+34963836784,ChIJGz2QRg5PYA0RsmgY-zlG9hw,6
València,estetica,Safel Beauty Cult Valencia,29,4.8,https://booksy.com/es-es/109907_safel-beauty-cult-valencia_otro_58087_valencia,+34673060044,ChIJ1YXTgH9FYA0RJqAho1glP5w,6
València,estetica,CENTRO DE ESTETICA AVANZADA MARISOL ROSERO,29,4.7,https://marisolrosero.com/,+34600695922,ChIJiZXmODlPYA0RtdN3iQKfQbc,6
València,estetica,Centro de Belleza Diva,29,5,http://divapeluqueria.wix.com/esteticadiva,+34633755904,ChIJwdIL66lIYA0RkqVGkOivzds,6
València,estetica,Blum Beauty Studio,29,5,https://www.blumvalencia.com/,+34692327526,ChIJHf69NpNPYA0RXiOIo5zZtt8,6
València,estetica,Atelier médico estético Virginia Fuertes,29,5,https://www.virginiafuertes.com/,+34961608728,ChIJzwo9xgxHYA0RTNrCHsu9Wuo,6
Godella,peluqueria,Peluquería Esmart,29,5,https://m.facebook.com/people/Peluqueria-Esmart/100008971658753?locale2=es_ES,+34963644311,ChIJK0Jr1QBFYA0R7tjkyCHApBA,6
Mairena del Aljarafe,pilates,Inspira Pilates,29,5,http://www.inspirapilatessevilla.com/,+34681602764,ChIJ5ZZD3mxtEg0RBiN0CbQPe8U,6
Sanlúcar la Mayor,fisioterapia,Mjc Fisioterapia,29,4.7,http://www.mjcfisioterapia.es/,+34955700285,ChIJgaUz_dMQEg0R5y3hIgVbD5Y,6
Seville,fisioterapia,Centro de Fisioterapia Galisport,29,4.7,https://www.galisport.com/porvenir/salud-y-bienestar,+34954296555,ChIJU1egHldvEg0RqepjbmHMyvw,6
Seville,dental,Clinica Dental Jiménez Villagrán,29,4.8,http://www.clinicajimenezvillagran.com/,+34954442289,ChIJqRCpLrVoEg0RPlqSaXckVqg,6
Seville,dental,Clínica Doctora Ruiz Murillo Rico,29,4.6,https://facebook.com/clinicadentalyesteticadoctoraruiz/?locale2=es_ES,+34954270264,ChIJefIomsTsDQ0RNh3YWT3YyeE,6
Seville,estetica,Kentia Clinic - Clínica Estética Avanzada y Medicina Estética,29,4.9,http://kentia.clinic/,+34620338982,ChIJ78ii4Y6U-GMRnla3Le5dJ7E,6
Seville,estetica,depila.me,29,5,https://www.facebook.com/depila.me/,+34615621731,ChIJxVLxSQBsEg0R7G8atN8sQvg,6
Seville,estetica,Gústate + Sevilla,29,4.6,https://spa.massage.ivof.com/gustate/,+34670829999,ChIJqTkKsGtsEg0RpF1WpF2UxF0,6
Seville,estetica,Version Profesional La Oliva,29,4.7,http://facebook.com/ProfesionalCencosur,+34955326403,ChIJFWI5rY5uEg0RLIgLuBOL6wo,6
Dos Hermanas,peluqueria,Peluquería Miguel Barber,29,4.9,https://www.instagram.com/miguelbarber21/,+34675315969,ChIJacsMY1lwEg0RwBWocRSprf0,6
Seville,peluqueria,Salón de belleza Lola Garcia,29,4.9,https://instagram.com/garciaharolola,+34633032389,ChIJta1PWDtpEg0RbrPKTeGMFT0,6
Zaragoza,fisioterapia,Fisioterapia Suelo Pélvico Zaragoza · Verónica Abenia,29,5,http://veronicaabeniafisioterapia.es/,+34657108635,ChIJK0LdM-gUWQ0RrnZVg-GgIOc,6
Villanueva de Gállego,fisioterapia,Éntasi Fisioterapia,29,5,https://entasifisioterapia.com/,+34634031083,ChIJl3yZvvcPWQ0RDx6SI6xWb2I,6
Zaragoza,fisioterapia,"Centro desarrollo infantil Pasito a paso (psicomotricidad, fisioterapia, psicología y logopedia)",29,4.7,http://www.terapiapasitoapaso.es/,+34692622220,ChIJzTYmFScVWQ0RG7_uZ4QVO3w,6
Zaragoza,estetica,Microblading Zaragoza by Elena Rubio,29,5,https://microbladingzaragoza.com/,+34622902582,ChIJUd7i3bBvWQ0RzXI0JAPfWqw,6
Zaragoza,peluqueria,Luisa Comín Estilistas,29,4.8,https://www.facebook.com/LuisaCominPeluqueria/,+34976498348,ChIJi0EYCVcUWQ0RWP5Re6A7LeE,6
Zaragoza,peluqueria,Ana Lamarca Peluquería Y Estética,29,4.8,https://www.facebook.com/analamarcapeluqueria/,+34976292798,ChIJK5ta9YwUWQ0RSsUhVAIbmeU,6
Zaragoza,peluqueria,Carla Lanau Estilistas,29,5,http://www.carlalanau.com/,+34976597153,ChIJO7Bdy_kUWQ0RwvE-kztnL0Y,6
Zaragoza,peluqueria,Peluquería Kela,29,4.8,https://kelapeluqueria.com/,+34600734144,ChIJz22YW2YVWQ0Rlq898r-m7YQ,6
,fisioterapia,Irene Zapata - Fisioterapia Málaga,29,5,https://instagram.com/fisioirenezapata?utm_medium=copy_link,+34625421413,ChIJZ0-dSVDV9w0RvgTBr6aEyH4,6
Torremolinos,estetica,Carmen Palacios Clínica Médico Estético,29,5,https://carmenpalaciosestetica.com/,+34638358963,ChIJKV3qSEX7cg0R2-SoBa1J5b8,6
Málaga,estetica,Lydia Cabello Hair& Beauty Studio,29,4.9,https://www.facebook.com/lydiacabellopeluqueriaestetica/,+34952202733,ChIJ8Y8I2JxZcg0RJBmgNAx__Ps,6
Málaga,estetica,Capilar center Quesada,29,4.9,https://www.centrocapilarquesada.com/,+34951430742,ChIJhQuVeXX3cg0R_6UmI6T-yUA,6
Málaga,estetica,Tatiana Méndez Estética Avanzada,29,4.9,https://www.tatianamendez.com/,+34630570334,ChIJBU9ISmz3cg0Ro-cij8JwdV4,6
Murcia,fisioterapia,Dionisio Olmos Fisioterapia,29,4.9,https://linktr.ee/fisiodionisio,+34611493918,ChIJLQpVO4uBYw0RvPuOHZ0YgJo,6
San Benito,dental,Clínica Dental Ana Guirado,29,4.6,http://www.clinicaguirado.com/,+34968351504,ChIJ-cUQcat4Yw0Rk8pMfM_rTXQ,6
Palma,fisioterapia,Urban Trainers,29,4.9,https://urbantrainers.es/,+34610402212,ChIJR_YpZniSlxIRmjsWvvlmLrk,6
Palma,dental,B&B clínica bucodental S.L.,29,4.6,http://bucodental.es/,+34971296315,ChIJpWCQ9leSlxIRND1iXQj1vI0,6
Palma,estetica,Sensory New Style,29,4.7,https://sensory.es/,+34660559387,ChIJ-S4moHmTlxIRd8xFFynE3BA,6
Palma,estetica,Bikini Beach Boutique and Spa,29,5,http://www.bikinibeach.co/,+34871577836,ChIJY2tSd7CTlxIRX1WO-Fj23jE,6
Marratxí,peluqueria,Pennisi Barber Studio,29,5,https://pennisibarberstudio.com/,+34664023182,ChIJm15cfZWVlxIRboJDCD6cI3w,6
Las Palmas de Gran Canaria,dental,Abex Excelencia Dental,29,5,https://www.abexdental.com/,+34689177946,ChIJH-cbdcOVQAwR66_RERACZP8,6
Las Palmas de Gran Canaria,estetica,Atexá Dermoestética Y Bienestar,29,5,https://www.atexalaspalmas.com/,+34695135598,ChIJxdWBQ9WVQAwRCebTG1xPLAo,6
Las Palmas de Gran Canaria,peluqueria,Centro De Belleza Jacqueline,29,4.6,https://www.facebook.com/salonjaqueline/,+34928410066,ChIJK5JhIa-VQAwR0DVEiKdJ-Z4,6
Las Palmas de Gran Canaria,peluqueria,Peluqueria ZarAcosta,29,5,https://wa.me/34676757578,+34676757578,ChIJJaZMvU6VQAwRJxCHgbhqoYM,6
Portugalete,pilates,Pilates Portugalete - Daniel Arranz,29,5,http://www.pilatesportugalete.com/,+34697243905,ChIJuTJURodZTg0R5Kz_stiY-UY,6
Bilbao,fisioterapia,Ana Teresa Sarasola Osteopatía y Fisioterapia,29,5,http://www.anateresasarasola.com/,+34622057012,ChIJodUAnDFPTg0R9-5tKhsPxyQ,6
Getxo,fisioterapia,Clinica Recupera Fisioterapia,29,5,http://www.clinicarecuperafisioterapia.com/,+34946034454,ChIJXQg8UCpaTg0RWBTn-TZW3wQ,6
Bilbao,dental,Clínica dental Idoia Zubieta - Idoia Zubieta hortz klinika,29,4.6,http://www.clinicadentalidoiazubieta.com/,+34944416322,ChIJhbjkpihQTg0RdwBwTWUFsQ4,6
por,dental,Hamar,29,4.8,https://www.clinicadentalbasauri.com.es/,+34944004806,ChIJS0gwHu1OTg0R51VO-5qfW_w,6
San Miguel,dental,Clínica Dental Corti,29,5,https://www.instagram.com/clinicadentalcorti/,+34946077877,ChIJ407aShlMTg0RbUOilMZM9AI,6
Bilbao,estetica,Láser Indoloro en Bilbao,29,5,https://www.instagram.com/indolorobilbao/,+34695636107,ChIJEa65-5tPTg0RmnlwbDA_YLk,6
Bilbao,estetica,Sólo Las Puntas,29,4.8,https://www.facebook.com/sololaspuntasbilbao,+34944004446,ChIJW2o3iylQTg0RRxNp4T40wE8,6
Bilbao,peluqueria,Cynthia Rodriguez Salon,29,5,https://www.instagram.com/cynthiarodriguezsalon?igsh=c2U1MWhiMTJzeW14&utm_source=qr,+34944350131,ChIJZb1aQk9PTg0RwdaJG_CKPk4,6
Algorta,peluqueria,Peluquería Txema,29,4.8,https://www.facebook.com/PeluqueriaTxema/,+34688668372,ChIJfVsBRuVbTg0RFAc-8QSsDgo,6
Alicante,fisioterapia,"FISIOETXEA centro de acupuntura, osteopatía, fisioterapia y PNIE Alicante",29,4.9,http://fisioetxea.com/,+34660558570,ChIJnfvsxc83Yg0Rd0BmDKojKW8,6
Alicante,dental,Clínica Dental Dr. Torres,29,4.7,https://www.facebook.com/clinicatorres/,+34625011579,ChIJqXZrjUU2Yg0RXoBxXlJsbaE,6
Alicante,dental,Centro Dental José Miguel García Lacal,29,5,https://garcialacal.wixsite.com/centrodental,+34610437052,ChIJh82_sVI2Yg0R_CMGP0Labno,6
Altabix,estetica,ccbeauty elche,29,4.8,https://www.instagram.com/ccbeautyelche/,+34865782655,ChIJlbYan1C3Yw0RvrbUEWEVI44,6
Alicante,estetica,MAGNOLIA - Centro de Estética,29,5,https://www.instagram.com/magnolia_experience?igsh=MW91ZWFhY2luNHR0cA==,+34640656155,ChIJs8gmyMQ3Yg0RXceRpy0pK7o,6
Alicante,estetica,L'ESSÈNCIA DE HEBE,29,4.8,http://www.lessenciadehebe.com/,+34965062500,ChIJZU4an0g2Yg0RzQIfR90niCg,6
Córdoba,pilates,Carmela Yoga Pilates Córdoba,29,5,https://www.instagram.com/carmela_yoga_pilates?igsh=MTllN25kZWNzdG1l,+34605273922,ChIJs4eeXnvfbA0R4MVdBv1VQrU,6
Córdoba,dental,Clínica Dental Mª Ángeles Romero Vico,29,4.7,https://clinicadentalromerovico.es/,+34611571516,ChIJORbN6rTfbA0RkJ-q6g6_sDQ,6
Córdoba,estetica,El Salón de Belleza d’Silvia - Córdoba,29,5,https://beauty.es.wwwcafe.de/el-salon-de-belleza-dsilvia/,+34636980933,ChIJV8EVBanfbA0Rra8erPeY8wo,6
Madrid,pilates,Muelle Pilates | Estudio de Pilates Reformer,30,5,https://www.muellepilates.com/,+34624277374,ChIJ1ziLpqgnQg0Rtob9Yk5__Zs,6
Madrid,pilates,City Pilates,30,4.7,http://www.city-pilates.com/,+34628720225,ChIJ5YCcw2EoQg0RRuthYoUhf6k,6
Madrid,pilates,Alexia Krijnsen Performing Arts Studio,30,4.9,https://alexiaperforming.es/,+34722445470,ChIJg8UooYonQg0REfCvEMA8YrM,6
Madrid,pilates,Fisioterapia Physius,30,4.9,https://physius.es/,+34669880614,ChIJ70mV66wuQg0RGaoWaV0Ebb0,6
Madrid,pilates,FLY & DANCE,30,4.6,https://www.instagram.com/flydancecanaveral/,+34625429598,ChIJb6k7fAA7Qg0RI70PIC437i0,6
Madrid,pilates,Rincón Pilates Studio,30,5,https://www.rinconpilatesstudio.es/,+34666164034,ChIJb-myMwuJQQ0RrQDSTEB2jUw,6
Madrid,pilates,Qombo Vallehermoso Chamberí,30,4.9,https://qombo.es/,+34682539948,ChIJuWh40oApQg0R_WtBhatIw1Y,6
Pozuelo de Alarcón,fisioterapia,"Clínica MarGas. Centro de psicología, logopedia y fisioterapia",30,5,https://www.instagram.com/clinicamargas/,+34613029001,ChIJ6ydcbB2HQQ0R4nbu9aLz2rA,6
Majadahonda,fisioterapia,Clínica Lillo,30,4.9,http://www.clinicalillofisioterapia.com/,+34916397131,ChIJW6sna4yEQQ0R6ychqS8NvtQ,6
Madrid,fisioterapia,Neuron Paseo de La Habana,30,4.9,http://neuronrehab.es/,+34915988463,ChIJ7zgeDEYpQg0RfHMvKM7mPOY,6
Madrid,fisioterapia,Instituto Fisiomédico,30,4.7,https://institutofisiomedico.com/,+34918273682,ChIJbV1MHrQoQg0RWjyfEJqh6f0,6
Madrid,fisioterapia,Meissa Natural Fisios (Osteopatía y Fisioterapia),30,5,https://www.meissabienestar.com/,+34601343436,ChIJG8Tg-tQlQg0RG7CpXwKU5QI,6
Madrid,fisioterapia,Alcalá En Movimiento,30,4.9,http://www.alcalaenmovimiento.com/,+34914045974,ChIJSax1V0gvQg0R3D8FO8NqER4,6
Madrid,dental,Dr. Edgar Cabrera,30,5,http://edgarcabreramaxilofacial.com/,+34666827227,ChIJVVUVQVIpQg0R1Zs7KIVEAY4,6
Madrid,dental,Clínica Hernández-Vallejo,30,5,http://www.clinicahernandez-vallejo.com/,+34913194848,ChIJPYLct40oQg0RRnwqjitnt5E,6
Madrid,dental,Clínica dental Dentaltea,30,4.7,http://www.dentaltea.es/,+34917954500,ChIJq6qfaN4mQg0R65CXqAGq4qg,6
Madrid,estetica,Bonitas Madrid Salón de Belleza,30,5,http://bonitasmadrid.com/,+34623319129,ChIJGRjv0PgvQg0RxdzHGnoBEpA,6
Sant Boi de Llobregat,pilates,Avui Pilates,30,5,https://linktr.ee/avui.pilates,+34673248151,ChIJnxxW_BKdpBIRArnFnJiSwe0,6
Barcelona,pilates,pilatespad,30,5,http://www.pilatespad.es/,+34931305541,ChIJNwxW93WZpBIRK7O_x1fn2fE,6
Santa Perpètua de Mogoda,fisioterapia,FisioFadó,30,4.9,https://fisiofado.cat/,+34692429446,ChIJvwNGlee_pBIR4t3pzmVbFow,6
Barcelona,fisioterapia,Alínea.T Fisioterapia y Masaje,30,5,http://www.alineatfisio.es/,+34677105428,ChIJY73JWcCjpBIRlfY-w_G4FxU,6
Barcelona,fisioterapia,MIA Concept Suelo pélvico y Fisioterapia,30,5,https://www.miaconcept.cl/,+34625998503,ChIJ-2Wsnp2jpBIRd9lif-kR5tM,6
Barcelona,fisioterapia,Gaëlle Fisioterapia & Masaje Terapéutico,30,5,https://annegaellerusquet.wixsite.com/my-site/es,+34620445762,ChIJXSeSsA2jpBIRfSaSEHoJJdg,6
Barcelona,fisioterapia,Fisioterapia a domicilio,30,5,https://www.fisioterapiadomiciliobcn.com/,+34650907387,ChIJ25kb0DeZpBIR7UtM4v2vm_E,6
Barcelona,fisioterapia,aFISIOna't,30,4.7,http://www.afisionat.com/,+34644282499,ChIJTX9yHz-jpBIRuLzowNoOTiw,6
Barcelona,fisioterapia,UROCLINICA BARCELONA,30,4.8,http://uroclinica.net/,+34931592444,ChIJx37o7pKipBIRhBMqfQh1ezo,6
Barcelona,fisioterapia,OsteoStudio - Clínica Fisioterapia Barcelona,30,5,https://www.osteostudio.es/,+34933484608,ChIJSbz5jVOjpBIRiFkhb4Yiz1A,6
Barcelona,fisioterapia,Centre Integra. centre de teràpies,30,5,http://www.centreintegra.cat/,+34663013861,ChIJqd-8QCu9pBIRyrglcT3S4Fk,6
Barcelona,fisioterapia,Fisioteràpia Txell Gràcia,30,5,https://www.txellgracia.es/,+34639552843,ChIJAQAQFG-YpBIRNfwQISxQ3Fo,6
Sant Cugat del Vallès,dental,Clínica Dental Serra Fortuny Sant Cugat,30,4.6,http://www.csfdental.com/,+34936752212,ChIJ230uPuaWpBIRMWXS1fmKCrc,6
Barcelona,dental,Institut Odontológic de Barcelona,30,4.7,http://www.clinicaiob.es/,+34934194151,ChIJU7t89JyipBIRy7gv0mpLWsQ,6
Sant Just Desvern,dental,Nins dental,30,4.7,http://www.ninsdental.com/,+34931253770,ChIJpdwBrXiZpBIR0uZhOQHEAMo,6
Barcelona,dental,Gaffner Capriotti Clinica Dental Barcelona,30,4.6,http://www.dentalgaffnercapriotti.com/,+34932177375,ChIJFew5kaGipBIReDELlpuHEtY,6
Santa Coloma de Gramenet,dental,AB Santa Coloma Clinica Dental (ABSC),30,4.8,http://www.absantacolomadental.com/,+34933923989,ChIJca2DEoS8pBIRHDyfeJqYFto,6
Barcelona,estetica,Bar de Cejas Benefit Cosmetics,30,5,https://www.sephora.es/servicios-benefit.html?y_source=1_MTAxMzQxMTkwMy03MTUtbG9jYXRpb24ubWVudV91cmw%3D&y_source=1_MTA1MDEzNzQ0Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+34675293657,ChIJoYSVqIijpBIR5sujw1COao0,6
Rubí,estetica,Institución CIMED - Clínica estética Rubí,30,4.9,https://www.institucioncimed.com/,+34679239428,ChIJDw_Dd3qRpBIR-Bd2GCCBAa4,6
Barcelona,peluqueria,El quinto moño,30,5,https://www.uala.es/el-quinto-mono_carrer-de-las-navas-de-tolosa-259-08026-barcelona,+34722191271,ChIJHSn7mSCjpBIRaTNj03FuMb0,6
València,pilates,Consciencia Pilates Studio,30,5,https://consciencia.wodbuster.com/,+34652306158,ChIJi814Cj9PYA0RmYw-jyo-D4M,6
València,fisioterapia,ENTRENADOR PERSONAL ONLINE - TITAN TRAINING,30,4.6,https://titantraining.es/,+34960653191,ChIJW3tJWF1PYA0R30vaThxkyEI,6
Burjassot,dental,Clínica Dental Burjassot,30,4.6,http://www.centrodentalburjassot.es/,+34963904350,ChIJ-0nDoadFYA0RkMpIUbyPP8o,6
València,estetica,Cos Perfecte by Patricia,30,4.8,https://bit.ly/Reservas_CosPerfectebyPatricia,+34647407278,ChIJFxII1fNFYA0R0NsFCsBRAIs,6
València,estetica,Hydra Belleza,30,4.8,https://sites.google.com/view/hydra-thebeautyconcept/,+34963613433,ChIJ8b64uZpIYA0RhwRwqCaX0Js,6
València,estetica,Bulnesthetic,30,5,https://www.instagram.com/bulnesthetic/,+34624113835,ChIJL_-8HqdPYA0RlqEHvUogT7I,6
València,estetica,Lolata Estética Integral,30,5,http://www.lolata.es/,+34691470038,ChIJ84NmegBPYA0RSuUCYz7x2MA,6
València,estetica,Eva Atelier de Belleza,30,5,https://www.instagram.com/eva_atelierdebelleza,+34645806574,ChIJQVF6DjRPYA0RIM8hf7odbho,6
València,estetica,Dra Moreda cirujano plástico Valenclinic,30,4.6,https://dramoreda.com/,+34696217472,ChIJx5Zg31VJYA0Rka-GeomqNzM,6
València,estetica,Centro Estético Ana León,30,4.6,http://www.centroanaleon.com/,+34640239436,ChIJF82DWIpFYA0RlZtbDkNNNjg,6
València,peluqueria,Matías Valentino Peluquería,30,5,https://matiasvalentinopeluqueria.es/,+34632152513,ChIJr9kqjE5PYA0R56NYOqpthJk,6
Seville,pilates,Elige Pilates,30,5,https://www.instagram.com/eligepilates?igsh=aXc5NzJ5NWJydDZi,+34646298166,ChIJEyjhKaFuEg0ReMGmFo_OEi8,6
Montequinto,pilates,"AKAJU, tu espacio femenino",30,4.9,https://tuespacioakaju.es/,+34604997014,ChIJFykd3V1vEg0RD_zF70IIylE,6
Dos Hermanas,fisioterapia,Podología y Psicología Clínica Santa María,30,5,https://clinicasantamariadoshermanas.my.canva.site/centro-de-especialidades-m-dicas,+34602026155,ChIJf5C0fQtxEg0Rj4mJxdL4P-k,6
Seville,dental,BOCA & SALUD Clínica Dental Sevilla Este,30,4.7,https://bocaysalud.com/,+34854719208,ChIJAb-TzTNvEg0RQM1Q2q56Fbo,6
Seville,dental,Clínica Dental Reche,30,4.7,http://www.clinicadentalreche.com/,+34954337999,ChIJbZ1TWmpsEg0RJELWWrXDwhM,6
Bormujos,dental,Dental Moreno Malpartida,30,4.9,http://www.dentalmorenomalpartida.es/,+34955280956,ChIJv5tPnDkTEg0RqmttIoclyCI,6
Guillena,dental,Clínica Flordental,30,4.6,http://www.flordental.com/,+34955785582,ChIJhW7hfL1AEg0RImcR3MUGEzI,6
Montequinto,dental,Natudental Montequinto,30,5,https://natudental.es/,+34955691406,ChIJ2xOEPY1vEg0RNaA35RioLz4,6
Bormujos,dental,Clínica Dental Averroes,30,5,http://clinicadentalaverroes.blogspot.com.es/,+34954788183,ChIJSxBaxT4TEg0R5Xi8MCb5AlI,6
Camas,dental,CENTRO ALKAMA SALUD,30,4.8,https://www.alkamasalud.es/,+34955980515,ChIJAQCUkHxrEg0Ri18YIwUjgGI,6
Seville,estetica,Valentina Beauty Artist,30,4.7,https://wa.me/message/57CCBB2TQDOXD1,+34687093635,ChIJz1d3lgdvEg0RVKhp_U4OUKc,6
Dos Hermanas,estetica,Depilux,30,4.9,https://www.facebook.com/Depilux-428327967212109/,+34955221585,ChIJwSJr3V9wEg0R37R38e9OSxc,6
Seville,estetica,Beauty Center - Sevilla,30,4.7,https://beauty.es.wwwcafe.de/beauty-center-sevilla/,+34693608074,ChIJuf___6xuEg0RI5UDzc1jpT8,6
Zaragoza,pilates,Pilates ONNA Los Enlaces Salud y Movimiento,30,4.9,https://onnasaludymovimiento.es/,+34623064343,ChIJU1qsZfFrWQ0RlWt06uubbkE,6
Zaragoza,fisioterapia,Balanze,30,5,https://balanzecentrodefisioterapia.com/,+34624833113,ChIJ-bTT7JoVWQ0RYXcaXzbL3Uw,6
Zaragoza,fisioterapia,Fisioterapia Miralbueno,30,4.8,http://www.fisioterapiamiralbueno.es/,+34976536080,ChIJRzqt5nRrWQ0REV3MLKcT9l0,6
Zaragoza,fisioterapia,SINU FISIOTERAPIA,30,4.7,http://sinufisioterapia.es/,+34650764813,ChIJVVXFrecUWQ0RH7lFO3mQ6H4,6
María de Huerva,dental,Clínica Dental Ana Esteban,30,4.9,http://www.clinicadentalanaesteban.es/,+34976206229,ChIJpy6-Cs1DWQ0RQonjngWqQNQ,6
Zaragoza,estetica,Lakmi - Zaragoza,30,4.8,https://massage.ivof.com/lakmi/,+34976734915,ChIJNST5K6MUWQ0RyvPcvnqkP78,6
Zaragoza,estetica,Lais Souza Taller de Belleza Micropigmentación y Estética Avanzada,30,5,https://www.instagram.com/lais.souza_micro?igshid=OGQ5ZDc2ODk2ZA==,+34652517295,ChIJWcoW0wUVWQ0RcAhLaqpk1VE,6
Zaragoza,peluqueria,Ana Carramiñana Estilistas,30,4.7,https://www.instagram.com/ana_carraminana_estilistas?igsh=a3NyeWxocmVxZTBm,+34976212927,ChIJjTJ6RcMUWQ0RrdmBqJQLgZE,6
Zaragoza,peluqueria,Dan studio,30,4.7,https://www.instagram.com/danstudio_es?igsh=d29ma3Brd3Jnamx3,+34641331926,ChIJJ9d8SQAVWQ0RPeZZe8wfpPY,6
Benalmádena,pilates,FISIOPLUS Sport Physical Therapy,30,4.8,http://www.fisioplusgamonal.com/,+34633942145,ChIJodY-pI_8cg0R5chVo_dgy40,6
Málaga,pilates,SATORI DOJO,30,5,https://satoridojo.es/,+34677111954,ChIJcwkBaQD3cg0RGXUcviMMpOA,6
Málaga,pilates,Clínica de Fisioterapia Marina Vázquez,30,5,http://www.marinavazquezfisioterapia.com/,+34619522787,ChIJXfaPjSNZcg0RuMQuaBN_i_I,6
Málaga,fisioterapia,Saavedra Fisioterapia,30,5,http://www.saavedrafisioterapia.com/,+34666183564,ChIJ9UahYs33cg0Rc7nut18tTME,6
Málaga,fisioterapia,Clínica Abadía Salud Integral / Podología. Fisioterapia. Nutrición. Psicología.,30,5,http://www.clinicaabadia.com/,+34722547263,ChIJC5Kjvcz3cg0RCoteLoD3_t0,6
Málaga,fisioterapia,Clínica de Fisioterapia Molière,30,4.7,https://www.fisioterapiamoliere.com/,+34952245250,ChIJ9QK--Nz5cg0RWQE13zMAROY,6
Cártama,fisioterapia,Kinelys Clínica Fisioterapia Málaga,30,4.9,https://www.kinelysfisioterapia.com/,+34635905211,ChIJLTGvm4NaX6IRIEuis5Q5oC0,6
Málaga,dental,Clínica Dental González Font,30,4.7,http://maxilofacialclinic.es/,+34952219917,ChIJCxUKLpH3cg0R4X7xz67OKNU,6
Alhaurín de la Torre,dental,Clínica Dental Reguera & Carmona,30,5,https://clinicadentalregueraycarmona.com/,+34952102103,ChIJT6qXU83lcg0R0h19kixuqig,6
Murcia,pilates,La Fisioteka,30,4.9,https://lafisiotekamurcia.com/,+34630737938,ChIJoR-L8QWCYw0RDZd9rIR3uJw,6
Molina de Segura,estetica,Beauty Salón De Belleza,30,5,https://bit.ly/Reservas_beauty,+34673227216,ChIJF7HJz6t5ZA0RmnJPwmTaZeI,6
Santomera,estetica,Mayte Díaz Estilistas,30,5,https://verzonalaguia.es/mayte-diaz-estilistas/,+34623129956,ChIJQzDTXHabYw0RGWjWe3yLbmI,6
Murcia,estetica,Milás Centro Estético,30,5,http://milascentroestetico.es/,+34613127922,ChIJFQ6DrFmDYw0RNub-SxcHi2Y,6
Murcia,estetica,Mimma Salón de Belleza,30,4.9,https://www.mimmasalondebelleza.com/,+34968209904,ChIJazugUtx_Yw0RDsGYo4xgzGc,6
Murcia,estetica,Centro Estético Ana Perona,30,4.8,http://www.anaperonaestetica.com/,+34666230334,ChIJEwgoGxyCYw0RKXVBJ6AyF2s,6
Murcia,peluqueria,Cobre hairsalon,30,4.9,https://instagram.com/cobrehairsalon?igshid=YmMyMTA2M2Y=,+34604421942,ChIJqwjBw8eDYw0R4PE9YjCIWsY,6
Murcia,peluqueria,Delfi peluqueros,30,4.7,http://www.delfi-peluqueros.com/,+34968219473,ChIJZwJPoxqCYw0Rj9BOL_IC3k0,6
Molina de Segura,peluqueria,Peluqueria Pilar's,30,3.6,http://www.telefonosdenegocios.com/murcia/molina-de-segura/peluqueria-pilar-sanchez.html,,ChIJO-6Bpa94ZA0RuWuUo0WcvHk,6
Palma,estetica,Nikki Micropigmentacion Nails Lashes,30,4.9,http://www.nikkimicropigmentacion.com/,+34635535888,ChIJCy_EdDWTlxIRQITM3P0nTZk,6
Palma,estetica,Pell Suau,30,5,https://esteticapellsuau.es/,+34971701100,ChIJleD_GwmSlxIRbK3SrQ4yslU,6
Las Palmas de Gran Canaria,fisioterapia,Centro Hebe - Centro de envejecimiento activo,30,5,http://www.centrohebe.com/,+34928653686,ChIJDa1ot62VQAwRD52bYjO6yDg,6
Las Palmas de Gran Canaria,dental,Mario César Valenciano Suárez CLÍNICA DENTALWORKS,30,4.8,http://www.clinicadentalworks.com/,+34634552814,ChIJvzIDLnSVQAwRyQC84VG9TaQ,6
Telde,dental,Gabriela Valle Clinica Dental,30,4.6,http://www.gabrielavalle.es/,+34928697545,ChIJcWWEUIqXQAwRVTj9rbgGGmY,6
Las Palmas de Gran Canaria,estetica,Ella Estelar by Yicel,30,4.7,http://ellaestelar.booksy.com/,+34622034441,ChIJAz29nVCVQAwRxzrdlUH9nUQ,6
